U84;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;x
800400;Head of State;Félix Éboué;1939;1964;1964;SL;Benevolent Gentleman;Very High;chad1;x
800401;Head of State;Gontchomé Sahoulba;1943;1964;1964;PA;Die-hard Reformer;Very High;chad4;x
800402;Head of State;Gabriel Lisette;1943;1964;1964;LWR;Autocratic Charmer;Very High;chad5;x
800403;Head of State;Ahmed Koulamallah;1943;1964;1964;LE;Barking Buffoon;Very High;unknown;x
800404;Head of Government;Félix Éboué;1939;1964;1964;SL;Silent Workhorse;Very High;chad1;x
800405;Head of Government;Francois Tombalbaye;1941;1964;1964;LWR;Flamboyant Tough Guy;Very High;unknown;x
800406;Head of Government;Gontchomé Sahoulba;1943;1964;1964;PA;Naive Optimist;Very High;chad4;x
800407;Head of Government;Ahmed Koulamallah;1943;1964;1964;LE;Happy Amateur;Very High;unknown;x
800408;Foreign Minister;Félix Éboué;1939;1964;1964;SL;Iron Fisted Brute;Very High;chad1;x
800409;Foreign Minister;Francois Tombalbaye;1941;1964;1964;LWR;The Cloak N Dagger Schemer;Very High;unknown;x
800410;Foreign Minister;Pierre Boisson;1936;1964;1964;SC;Iron Fisted Brute;Very High;unknown;x
800411;Minister of Armament;Gontchomé Sahoulba;1943;1964;1964;PA;Resource Industrialist;Very High;chad4;x
800412;Minister of Armament;Jacques-Philippe Leclerc;1940;1964;1964;SL;Military Entrepreneur;Very High;chad2;x
800413;Minister of Armament;Francois Tombalbaye;1941;1964;1964;LWR;Corrupt Kleptocrat;Very High;unknown;x
800414;Minister of Security;Félix Éboué;1939;1964;1964;SL;Man of the People;Very High;chad1;x
800415;Minister of Security;Pierre Boisson;1936;1964;1964;SC;Efficient Sociopath;Very High;unknown;x
800416;Minister of Security;Ahmed Koulamallah;1943;1964;1964;LE;Crooked Kleptocrat;Very High;unknown;x
800420;Minister of Security;Gabriel Lisette;1943;1964;1964;LWR;Compassionate Gentleman;Very High;chad5;x
800421;Head of Military Intelligence;Félix Éboué;1939;1964;1964;SL;Political Specialist;Very High;chad1;x
800422;Head of Military Intelligence;Gabriel Lisette;1943;1964;1964;LWR;Logistics Specialist;Very High;chad5;x
800423;Head of Military Intelligence;Pierre Boisson;1936;1964;1964;SC;Political Specialist;Very High;unknown;x
800424;Chief of Staff;Pierre Boisson;1936;1964;1964;SC;School of Defence;Very High;unknown;x
800425;Chief of Staff;Edgard de Larminat;1936;1964;1964;SL;School of Mass Combat;Very High;chad3;x
800426;Chief of Staff;Ahmed Koulamallah;1943;1964;1964;LE;School of Psychology;Very High;unknown;x
800427;Chief of Army;Jacques-Philippe Leclerc;1940;1964;1964;SL;Elastic Defence Doctrine;Very High;chad2;x
800428;Chief of Navy;Jacques-Philippe Leclerc;1940;1964;1964;SL;Base Control Doctrine;Very High;chad2;x
800429;Chief of Air Force;Edgard de Larminat;1936;1964;1964;SL;Army Aviation Doctrine;Very High;chad3;x
800430;Head of State;Pierre Bonnefont;1936;1964;1964;SC;Benevolent Gentleman;Very High;M800430;x
800431;Head of Government;Pierre Bonnefont;1936;1964;1964;SC;Ambitious Union Boss;Very High;M800430;x
800432;Head of State;Max de Saint-Félix;1937;1964;1964;SC;Benevolent Gentleman;Very High;M800432;x
800433;Head of Government;Max de Saint-Félix;1937;1964;1964;SC;Flamboyant Tough Guy;Very High;M800432;x
800434;Head of State;Émile Buhot-Launay;1938;1964;1964;SC;Stern Imperialist;Very High;M800434;x
800435;Head of Government;Émile Buhot-Launay;1938;1964;1964;SC;Backroom Backstabber;Very High;M800434;x
800436;Head of State;Pierre-Olivier Lapie;1941;1964;1964;SC;Benevolent Gentleman;Very High;M800436;x
800437;Head of Government;Pierre-Olivier Lapie;1941;1964;1964;SC;Political Protege;Very High;M800436;x
800438;Head of State;André Latrille;1942;1964;1964;SC;Powerhungry Demagogue;Very High;M800438;x
800439;Head of Government;André Latrille;1942;1964;1964;SC;Happy Amateur;Very High;M800438;x
800440;Head of State;Jacques Rogué;1944;1964;1964;SC;Barking Buffoon;Very High;M800440;x
800441;Head of Government;Jacques Rogué;1944;1964;1964;SC;Corporate Suit;Very High;M800440;x
800442;Head of State;Paul Le Layec;1949;1964;1964;SC;Die-Hard Reformer;Very High;M800442;x
800443;Head of Government;Paul Le Layec;1949;1964;1964;SC;Ambitious Union Boss;Very High;M800442;x
800444;Head of State;Henry de Mauduit;1950;1964;1964;SC;Die-Hard Reformer;Very High;M800444;x
800445;Head of Government;Henry de Mauduit;1950;1964;1964;SC;Naive Optimist;Very High;M800444;x
800446;Head of State;Charles Hanin;1951;1964;1964;SC;Benevolent Gentleman;Very High;M800446;x
800447;Head of Government;Charles Hanin;1951;1964;1964;SC;Naive Optimist;Very High;M800446;x
800448;Head of State;Ignace Colombani;1952;1964;1964;SC;Benevolent Gentleman;Very High;M800448;x
800449;Head of Government;Ignace Colombani;1952;1964;1964;SC;Happy Amateur;Very High;M800448;x
800450;Head of State;René Troadec;1957;1964;1964;SC;Ruthless Powermonger;Very High;M800450;x
800451;Head of Government;Gabriel Lisette;1957;2002;2002;LWR;Old Admiral;Very High;chad5;x
800452;Head of State;Daniel Doustin;1959;1971;1971;SC;Ruthless Powermonger;Very High;M800452;x
800453;Head of State;Francois Tombalbaye;1960;1976;1996;LWR;Autocratic Charmer;Very High;M800453;x
